chro	tsne_p50_1	tsne_p50_2	tsne_p100_1	tsne_p100_2	tsne_p250_1	tsne_p250_2	tsne_p1000_1	tsne_p1000_2
AGAP013186	2R	-36.46270105	128.0723248	82.62748157	-47.17216602	7.163619083	-21.5534282	5.497129929	-2.531680183
AGAP013187	2R	7.914253314	102.4286684	47.34227654	-48.73532945	-9.446305594	-11.21123004	0.184568876	-2.658880434
AGAP013190	2Rb	47.35415491	-112.1143103	-101.8302457	11.55299805	-22.17656867	-11.76860163	3.111845329	4.639987332
AGAP013191	2R	-128.5814018	-19.23436702	61.66717774	64.99286445	22.37315079	9.744273849	0.91546466	-4.33832906
AGAP013192	2R	13.029744	-92.25602125	17.0523245	32.55824629	-13.74397376	11.72186686	2.808075154	-1.961512828
AGAP013193	2R	-3.57687364	140.2971805	99.76159896	-28.68561783	15.3700425	-22.79724299	5.404393899	-4.251937643
AGAP013195	2R	-48.90621178	3.840139947	40.93271723	-9.978954371	-15.88045788	-5.294586105	2.435656907	-1.49096254
AGAP013196	2R	26.99364668	-37.77159291	7.297105853	6.092412883	-16.20221124	10.53587739	-0.053142946	-0.81873482
AGAP013197	2L	63.45054972	-1.581560981	-46.55206886	-31.05112066	7.308052425	-8.827705973	-2.226987772	0.281837194
AGAP013198	2R	17.4225031	-12.37632221	1.009832992	1.917612808	-1.100067071	0.994349464	0.10242508	0.058919423
AGAP013201	2R	-13.78317508	61.44991699	-14.70037498	-11.62009483	1.734805861	6.308642462	-0.663057153	0.449950583
AGAP013202	2R	-86.74408246	97.05886041	113.4429095	11.9003982	9.189040531	17.74082574	5.90929994	0.680431848
AGAP013203	2R	61.44150177	-74.94608561	46.51588145	-38.07192235	-8.258233569	-7.02306256	0.167708837	-2.179133276
AGAP013204	2R	-104.6805908	-25.04592623	79.49265084	16.23719211	14.07975844	-0.232641847	3.573425133	-1.716429303
AGAP013205	X	-1.25418379	18.63363398	-2.296532671	38.6555679	2.01517401	9.035346919	-0.580475289	-0.362229107
AGAP013206	2Rb	32.58169008	-85.77186013	-77.39577257	10.58896141	-10.98820251	12.6543616	2.102750241	3.518414504
AGAP013207	2R	-73.71221761	-8.773864814	59.96163951	18.76905971	16.55996479	-3.60216607	4.012286381	-0.920079662
AGAP013208	2R	-2.855871343	-19.45455396	-13.11728461	19.40729015	-1.930033979	7.775284955	-0.33399956	-0.137895749
AGAP013209	2R	-101.2446221	-103.7003787	20.99385214	108.689474	-3.997918986	29.92704864	5.925070593	2.007249393
AGAP013210	X	-66.61341306	-83.38051396	-30.32166158	65.80263378	-1.094255578	18.89219866	-1.109959545	-1.555489939
AGAP013211	2R	55.05690675	-42.83066076	-56.49117478	-9.86926257	-17.82996694	0.021839251	0.773392288	-1.96209889
AGAP013212	2R	-21.16056953	-15.16859122	15.54709053	-1.660988079	-5.514033255	-5.663902339	0.515130979	-1.328572974
AGAP013213	2R	23.68696588	9.785194339	-3.726941637	-13.35379199	-3.723675783	-3.877046697	-0.358954191	1.198727387
AGAP013214	2R	-21.11211653	-128.5144387	-39.51016859	45.38267367	-14.4543135	17.00463199	3.855338134	2.81949028
AGAP013215	2R	-35.15524937	3.205137897	25.11667423	0.088285942	2.823333339	-3.220248517	1.834082415	-0.578600722
AGAP013217	2R	37.99734029	-17.93272409	-3.724859431	-20.82385489	-1.846444205	-4.953712779	-1.091987124	-0.173109548
AGAP013218	2R	28.27479128	110.2396424	40.30748593	-59.25212006	-13.35325244	-8.590285763	1.12316609	-2.723293667
AGAP013220	2R	15.46247647	0.816912825	-2.262312078	-6.066852845	0.924653597	2.753947917	-0.089284507	-0.175545401
AGAP013221	2R	17.62569954	-124.733634	112.5528824	-6.132012452	-18.64596222	12.83069115	3.7913414	-5.516744935
AGAP013222	2Rb	18.68419286	3.937273479	-8.41274379	-7.723663451	-1.936263064	1.218712422	0.126596947	0.0852
AGAP013224	2R	-100.2096556	-31.39421727	72.5746269	29.86594372	-14.50233597	-7.417868195	3.19372164	-1.813306336
AGAP013225	2Rb	-25.03212415	18.71314514	-70.69306445	-26.74559468	6.698811151	10.15659012	-1.106787151	-0.737255178
AGAP013226	2Rb	55.0247257	-115.3132436	-103.5632103	7.692321318	-24.34320036	-13.28123209	3.099335256	4.952122274
AGAP013227	2R	-12.35318795	-21.26912824	5.386164989	13.62004227	-0.637052732	-1.278862127	1.3055384	0.426748147
AGAP013228	2L	-56.68037926	-8.26611333	42.95523964	6.171624606	10.37950371	-3.570650508	2.517889951	-0.502592358
AGAP013229	2Rb	48.05144253	31.79542797	-23.10609188	-33.78020713	-18.89375676	-13.4666994	1.996861369	4.143093694
AGAP013230	2R	-9.739546865	-55.70138857	-35.44292493	5.599207188	-6.60743267	5.449388831	1.428908156	2.484725212
AGAP013232	2R	-50.61915555	16.19487615	-0.829341888	39.09819972	3.887678024	8.768356049	-1.008946625	-0.805937278
AGAP013234	2Rb	-55.9115774	-1.716800013	44.50520565	-1.636151317	5.590529925	-5.380882376	2.298844798	-1.208145244
AGAP013236	2R	-114.4431789	-29.24716615	49.40821291	69.53705675	18.30496101	12.94104538	2.504433578	-1.747401814
AGAP013238	2R	95.63223401	53.95660333	30.89974968	-87.53261173	-23.04568347	-0.039528355	-4.489602606	1.635075443
AGAP013241	2Rb	50.40408015	-109.1117771	-97.52567928	9.594506679	-22.24692686	-12.37013565	2.976930869	4.762556071
AGAP013242	2R	63.77589312	47.4441031	-98.44598897	-32.20237321	18.87781128	21.65060088	4.771782418	3.800426913
AGAP013244	2R	-89.17928747	100.1280156	113.5360158	14.81910282	-16.55267284	5.476725287	5.658515234	0.658144141
AGAP013245	2Rb	59.83540113	32.35744578	-31.94321887	-34.08249839	12.01193625	-9.902528868	-1.057151724	2.603370274
AGAP013246	2R	-137.7804849	-9.074183865	71.53381165	67.15228202	23.44133702	8.649740193	1.465832378	-5.224267613
AGAP013248	2La	116.9941961	-44.99596789	-45.66765078	-69.50200732	-5.35495299	-19.85843831	-3.46475596	3.849452449
AGAP013250	2R	-8.273574499	29.70311823	-8.639551328	36.01007818	1.020982895	12.42516587	-1.284460605	-0.704581359
AGAP013251	X	-124.1001315	-18.48938845	65.54199823	75.79037826	23.59926096	11.13433555	0.570365731	-5.067642641
AGAP013252	2R	7.369598939	124.7227074	85.64324145	-39.7299256	10.44934916	-22.82330577	5.606786695	-2.309578289
AGAP013254	2R	34.98587334	48.53321874	18.40401097	-70.04320329	-15.5266928	-4.594843581	-4.211542333	0.998014931
AGAP013255	2R	26.81009175	-36.65815383	6.700807631	5.222231814	-15.98236142	10.10639277	0.043302397	-0.10456108
AGAP013256	2R	-131.9316187	-6.023391661	76.26586532	19.4483996	8.120309007	-6.967815544	2.042578561	-2.361199708
AGAP013257	2R	-37.09151982	0.542500459	54.97100884	48.14057985	16.21268944	6.726288101	1.407984381	-0.484700557
AGAP013258	X	-29.17630016	-110.3337959	-63.9373067	57.24342634	-7.876983964	18.17501544	-0.573817217	-4.547213145
AGAP013259	X	-26.39456867	-105.2069261	-61.91351306	55.33178758	-8.428048941	16.57354507	-0.358574136	-3.706152
AGAP013260	2Rb	52.9628967	-96.26343267	-88.89936366	7.022412506	-22.46557632	-10.72547678	2.798121522	4.433066919
AGAP013262	X	-54.79408125	-117.0166689	-60.42923578	73.90382315	-7.260952532	22.19895832	-1.099013843	-4.914118324
AGAP013263	2R	-73.95087477	-8.949993054	59.92000327	18.92690168	16.61000476	-3.565373601	4.132445984	-1.189562623
AGAP013265	X	-61.14260488	-124.2125234	-60.14248229	81.82111691	-7.250522819	24.60287289	-1.346000037	-5.491942604
AGAP013266	2R	-95.25037223	-13.71509335	-17.31677557	75.57366604	1.962378508	16.94117628	1.728985801	-4.186688925
AGAP013267	2R	24.70155472	-49.65927693	-44.38785306	5.875895988	-7.33247295	7.019324462	0.785930261	0.480609099
AGAP013268	2R	-34.89754972	1.529888014	23.82269288	0.317817585	2.313886509	-2.626044332	1.954957474	-1.166190013
AGAP013269	2R	-102.0726126	23.7413792	18.49935593	70.71590624	12.12832798	13.01960676	-1.106798426	-2.471516141
AGAP013270	2R	-46.13018181	-33.34034974	33.08929659	-3.71700455	3.896149917	-2.662792318	2.055420596	-0.69457586
AGAP013271	2R	47.67522599	26.30367782	-26.82406599	-28.70175574	4.815375492	3.805981964	-0.950925824	1.975876676
AGAP013273	2Rb	-42.89123291	-12.9774809	36.94820648	13.09489682	10.72624521	-1.549614616	2.353903556	0.267718868
AGAP013275	X	-50.06028969	-119.6961746	-57.9534892	72.07954423	-8.398122773	22.70597471	-1.069229903	-5.272183306
AGAP013276	X	-35.09220166	-84.76450426	-48.39741321	47.99810231	-5.385379433	17.05745788	-0.891666501	-3.726280989
AGAP013277	2R	-97.29986062	46.63086503	37.79192662	74.08512681	2.815563586	15.32908879	-0.783590268	-2.264655487
AGAP013278	2R	26.35014378	99.81981076	35.96702351	-53.69443763	-11.17522055	-7.218263091	0.677410703	-1.153210859
AGAP013279	X	-42.52293548	24.53648175	12.86206989	42.97247384	8.058902878	9.983553159	-0.834789758	-1.295490064
AGAP013280	2L	58.1330014	-28.77102631	-11.75402178	-46.17185048	1.137280067	-8.164929569	-4.050374006	-1.609104136
AGAP013281	2R	-137.0865513	-64.21540003	98.10582643	-13.21210731	23.78289705	-15.432365	4.683228739	-4.678107983
AGAP013282	3L	-145.0852998	6.505461598	82.76802175	55.37589426	-13.48341604	19.19523749	0.566192916	-4.307223185
AGAP013283	X	-51.51091452	-100.8109182	-46.24769906	68.50709966	-5.01730899	20.26609946	-1.130740951	-3.85937457
AGAP013284	2R	-50.38564196	48.5570089	40.20929506	48.37409718	15.72250073	5.862018308	2.745844761	-0.652184174
AGAP013285	2R	-60.78096997	40.19292012	-2.819489894	63.37786554	6.765034081	14.11621591	-2.885217301	0.254964662
AGAP013286	2R	40.66931463	-34.11049653	18.42158175	-14.6945114	4.045348838	-1.002708113	1.568032419	0.878890357
AGAP013287	X	-86.00412151	-89.90671432	-32.37579113	80.62972713	-11.91440876	21.7751924	-0.275069073	-4.145291213
AGAP013288	2R	-104.8536088	51.36928946	25.31083891	70.78037199	14.00587498	13.11095012	-2.718799489	-3.482250593
AGAP013289	X	-69.56839002	-102.9130755	-44.3185438	78.66924837	-3.118127062	21.57558219	-1.491328575	-4.467366372
AGAP013291	2L	63.18308899	-29.00988335	-4.765645195	-47.074859	0.871596693	-7.090385755	-1.041363256	-0.531113372
AGAP013292	2R	-119.3130519	44.84803618	89.21181355	13.35444573	26.79643	-11.63075129	4.495350863	-2.708138917
AGAP013293	2R	19.01848921	-27.48499666	3.151904842	-10.04181427	-6.629312155	0.334044508	1.04793822	-0.87946784
AGAP013294	2R	-21.61361309	12.14557066	9.923670285	7.812033387	4.33814815	1.563345889	-0.419726196	0.224410638
AGAP013296	2Rb	15.26517028	-27.51930319	-12.79545909	6.284874148	-2.10958055	2.889378073	-0.383427734	-0.203158682
AGAP013297	2Rb	26.05879574	-96.78789368	9.707705084	-36.8843079	-14.2635878	-11.06841518	1.714353807	4.549986696
AGAP013298	2Rb	37.29642074	149.6957956	-106.839104	2.617810565	-23.99011745	-14.96789014	3.01170728	5.303850104
AGAP013300	2R	-52.79291247	-10.01737265	51.03836361	1.716397789	10.90542775	-3.689318266	2.452960425	-0.864866781
AGAP013301	2R	-67.76142826	-10.52394798	53.03088954	6.454456016	11.68294259	-4.749944716	2.998066972	-1.314044908
AGAP013302	2R	81.0532691	57.27587022	31.14131579	-81.94567802	-20.26539168	-0.808718461	-4.829510979	1.095027776
AGAP013304	2R	-138.24726	43.20653653	97.6341003	14.79341096	25.76947892	-9.731570147	4.498545215	-3.083901505
AGAP013305	2R	-54.98047725	30.62228392	-1.989447077	45.34978632	5.307444666	12.83045727	-1.440477665	-1.351549896
AGAP013309	2Rb	52.61701488	-96.77560581	-89.28279956	7.25759481	-22.62130606	-10.95454362	2.799846013	4.532842522
AGAP013310	2R	-84.12796668	68.2588362	34.05180506	58.37772557	14.40872204	9.206897038	-0.949247171	1.828852218
AGAP013314	2R	-39.94550048	8.300236756	42.04135044	-16.79637282	-15.03863082	-8.248987891	1.627019987	-2.285719238
AGAP013315	2R	68.84638132	36.99219996	-36.41730545	-39.48664016	12.41828908	-11.67071203	-1.322261486	2.739389636
AGAP013316	2Rb	-37.3542751	108.0765029	70.04178857	-27.67268255	7.836065041	-18.89786164	2.582006127	-4.205484207
AGAP013317	X	-146.6391592	-21.90737531	73.83790376	77.32391604	26.38393979	9.970734899	1.555056615	-5.458504815
AGAP013318	2Rb	41.01278189	-106.8648811	-96.44136318	10.92441815	-21.52385485	-11.22931666	2.79946045	4.337390089
AGAP013320	2Rb	35.45531555	-92.23764744	-80.98560553	15.9556619	-12.60523248	8.739505105	1.917237071	3.840192949
AGAP013321	2Rb	37.70907739	75.03097445	8.375175803	-57.98454066	-11.85250274	-2.858278395	1.980336356	3.45215807
AGAP013322	2Rb	-5.589734886	88.53156914	47.97000853	-36.70435678	-6.437436155	-9.141891383	0.712325196	-2.838723909
AGAP013324	2R	-56.75548777	129.0682119	76.36851502	-57.81460837	-16.19537374	-7.63210623	4.970703292	-1.867620384
AGAP013326	2R	88.08282117	-33.34401166	-26.23170075	-62.58689812	-2.544230694	-14.9506699	-3.490549552	2.894473922
AGAP013327	3L	-5.647328436	61.45266767	42.66594738	-35.02355801	-9.839366823	-6.081295676	1.41530637	-3.361950083
AGAP013329	2R	-90.44532244	59.53591397	41.72015318	55.90661461	16.08897465	7.895384482	2.608610183	0.627920752
AGAP013330	2R	8.046791156	-59.85501426	-34.59338331	-4.545327889	-4.443024335	6.033227042	-0.177481739	1.371304663
AGAP013331	2R	-11.52457457	6.931482601	-3.680185404	26.40850024	-1.475089227	6.530244512	-0.48621607	-0.857177558
AGAP013332	2R	-26.50510932	-65.70088676	-32.91928648	39.88117848	15.13273051	12.81288144	-0.116999291	3.271444827
AGAP013333	2R	38.71723021	72.10833742	4.847002541	-60.93522009	-11.44748866	-3.689805515	-2.666913328	1.08157304
AGAP013335	2R	-37.18177848	59.9454597	33.98519565	33.92340389	-1.069910879	16.22103929	3.429775012	1.460434674
AGAP013336	2Rb	-0.048588108	-10.17393324	3.608293612	6.48865362	-1.522900019	-0.682172875	0.5376891	-0.355317835
AGAP013339	2Rb	-47.44774302	-11.63304304	40.27866189	4.122182253	6.002064462	-3.396470842	1.617684062	-0.482897528
AGAP013340	2R	16.40487896	61.31900334	-0.458075643	-43.48594676	-8.211837067	-0.184567458	1.055218784	1.80339095
AGAP013341	X	-160.2664082	-21.4274147	83.4459605	81.18714117	29.0974391	9.484515368	1.623403744	-6.408548162
AGAP013342	2R	-16.45700628	130.2938365	87.15926138	-24.85722236	15.81129349	-23.93452178	5.541133835	-3.622033408
AGAP013343	2R	40.77971371	68.01388069	1.699629687	-57.9504622	-12.90688027	-4.082745436	-1.968963901	1.634633877
AGAP013344	2Rb	59.14685205	-96.23360729	-88.53156513	1.008721448	-20.0761635	-11.81537983	2.428210797	4.229854345
AGAP013346	2R	-0.672332745	130.5421769	94.54974936	-32.17759096	-6.711119776	-12.18541858	5.007319286	-4.210693955
AGAP013348	X	39.55824946	-27.28830556	0.162459558	-14.90596265	0.815926335	-2.165903622	1.148828073	-0.363919691
AGAP013349	2R	47.31952268	-22.1975549	-82.4523851	-17.79401198	-16.77285725	-0.532171261	0.730764102	-1.458819082
AGAP013351	2R	46.68124025	102.0446532	-60.16143939	1.918442127	-13.32841105	4.828796807	0.208660211	-2.148696981
AGAP013352	2R	35.12695351	-47.71325772	-15.56954787	-5.987355337	-3.245300231	1.229603057	0.851475981	-0.161045442
AGAP013353	2Rb	32.96751466	63.02186425	5.743856079	-51.91305286	-13.14469264	-0.770216837	1.741397119	4.432054713
AGAP013354	2R	-12.29076208	-39.16246719	56.30625318	-15.53240458	7.031066096	-13.58431773	2.14847037	0.27434193
AGAP013355	2Rb	53.36822314	-103.1912198	-93.53295688	7.350849512	-23.13936018	-11.65952813	2.686271209	4.470825989
AGAP013356	X	-55.31032415	-110.7437592	-52.99712959	73.85236162	-6.733036643	22.0547995	-0.928154858	-4.842723074
AGAP013357	2R	-116.8649565	20.17112224	84.7917671	24.89097058	23.73721098	-5.086838155	4.383746276	-2.050534691
AGAP013358	2R	-12.4598052	65.85634949	48.6249425	-18.1540236	-3.278774657	-7.453302222	2.787228568	-4.095373682
AGAP013361	2R	-98.14983261	83.99027933	75.54825331	6.905627817	-1.585229822	-12.70021368	2.706216042	-1.752007191
AGAP013362	2R	2.087430633	13.46186482	-8.632659102	25.83429114	0.526700295	6.363179788	-0.567669347	-0.027627849
AGAP013363	2R	-155.2920766	0.54458683	81.63953244	46.76461331	27.13145264	4.442078983	1.886015133	-4.562396988
AGAP013365	2R	5.191673959	14.95637725	-10.26405709	14.44378994	0.174176701	4.689534505	-0.506212838	0.360673966
AGAP013366	2R	-6.744285095	2.23548559	-8.849151345	24.10223496	-0.403489753	7.539904131	-0.695287561	-0.175139192
AGAP013367	3R	-68.99278071	-7.350674735	54.67861238	3.469131755	11.745477	-4.555695479	2.682771918	-2.199827279
AGAP013368	2R	29.2481423	-48.96080407	-26.68367387	14.16927131	-4.491207521	7.633718982	3.858837437	-2.153143181
AGAP013370	2R	-137.1796776	-9.975341383	71.57517122	66.29280815	23.5549171	8.482719541	1.33535552	-5.038897968
AGAP013373	X	0.276837991	-43.91122174	-27.57477976	8.828907167	-4.053128853	0.879447815	0.566429061	0.269770851
AGAP013374	2R	80.8673155	76.35471295	53.88677344	-79.57357672	-21.20580552	-5.440800513	-5.77952582	1.396025813
AGAP013375	2Rb	-5.278439856	-24.5033357	-14.66442228	19.01089409	-4.682524189	0.655740734	0.761714497	-0.566651254
AGAP013376	2R	9.205592399	-60.46176592	-33.19406382	-4.88833269	-3.229830666	-2.627992396	0.182666677	1.10490731
AGAP013377	2R	18.81499568	-43.86567895	-12.1202392	28.17042026	-2.122588769	6.378710256	-0.627083756	-0.89004616
AGAP013379	2R	23.54590109	7.359571354	-21.18792473	-14.93538156	1.749648098	5.77838568	-0.973150577	0.77990494
AGAP013380	X	-72.52938947	-95.36104114	-29.330604	72.68894829	-1.018125772	20.55838022	-1.924411776	-3.13334695
AGAP013381	X	-39.09373498	-116.0967738	-62.56913734	65.85807168	-7.98344154	19.88212057	-0.838584541	-4.708846879
AGAP013382	X	19.94931302	-0.982809965	0.296035979	-4.447174629	0.67648516	-0.596840989	0.333424941	0.178122832
AGAP013383	2R	-5.00426594	25.48095657	-5.567865001	32.68519553	3.030949024	8.673662786	-0.6354773	-0.474531619
AGAP013385	2R	86.17146361	70.85012817	49.21194363	-85.12611401	-23.00579251	-3.952605493	-5.560410967	1.72398024
AGAP013386	2R	-100.0111217	76.40839766	39.62754697	64.74512781	5.536939528	27.0700015	4.169310116	2.113077926
AGAP013387	2R	66.94254312	63.26065774	15.37222047	-47.21101018	-23.33033127	-6.487864449	-3.776997085	1.206420237
AGAP013388	2R	43.97065029	69.41889518	10.60453811	-58.42498098	-13.20482677	-4.876417654	5.547719321	1.057274043
AGAP013389	2R	-77.33290538	51.19130444	28.76018834	58.49068612	12.98382896	9.119585141	3.443535021	0.878405849
AGAP013391	2R	-100.5768087	6.798483434	16.27638868	65.23066327	9.252837721	16.57918214	-1.809292196	-2.531500537
AGAP013392	X	-47.71061399	-111.2971443	-54.70511183	68.48468524	-9.056205744	21.26066085	-0.678652882	-4.467298386
AGAP013394	2R	-81.48637971	95.22199798	25.2589467	49.3100012	11.12920791	2.680777845	3.59009002	-0.02266998
AGAP013397	X	-34.95449149	-106.5063431	-54.95447688	60.42895117	-7.325863045	18.91592816	-0.772735929	-4.245677237
AGAP013398	2R	-2.968734846	67.77508153	45.55582604	-17.08051431	-2.175322532	-8.109209864	-0.924022434	1.194836389
AGAP013402	2Rb	48.87659793	-98.59263394	-91.01280256	12.6301719	-23.59270452	-10.97558485	2.885449743	4.404108221
AGAP013403	2R	-116.0859007	-4.177786793	45.62540122	84.27259812	20.82096244	15.43526707	0.324001617	-5.298763101
AGAP013404	2R	-15.15869645	-19.86628059	31.32608274	-32.87669103	-5.775754588	-7.108458892	5.307985929	0.829951078
AGAP013405	2Rb	65.9838979	-99.78473717	-93.14124999	-5.096622877	-20.25877058	-15.40778407	2.19892868	4.907793307
AGAP013406	X	-4.120113641	-0.632255166	-4.3842257	12.44342841	-1.224671102	4.193183163	-0.159592327	0.086478408
AGAP013407	X	-5.169681095	1.51952626	-4.830048388	15.67781389	-1.599231533	4.656379387	-0.34752768	0.015114521
AGAP013408	2R	-30.86705332	-68.21537059	-35.78283108	48.77037104	-14.29530282	11.8259596	-0.699010745	-2.097143684
AGAP013409	X	-38.59220397	-116.5368516	-63.12160342	65.62639654	-8.254971654	18.82197054	-0.493185674	-4.695819509
AGAP013410	X	-42.84522921	-116.0268365	-59.02380771	63.04251685	-8.825719669	20.27114791	-0.706773155	-4.616344906
AGAP013411	2R	-117.047282	19.84438223	84.79686004	25.04973702	23.80437198	-4.921098998	4.24902993	-2.194953516
AGAP013412	2R	98.17372565	8.982531785	-78.64281616	-30.51478422	4.643115561	10.87929362	-2.171477896	-0.901449066
AGAP013413	X	-39.52480887	-86.82091773	-50.90411473	48.14237759	-5.594882563	15.75152586	-0.64429576	1.086679056
AGAP013414	2Rb	61.11909144	-109.9113423	-99.8137479	2.063946635	-20.91551609	-13.58428539	2.786634346	4.989254554
AGAP013415	2R	13.96931796	-16.73372905	-12.4215375	1.835537068	-1.968653935	2.679043191	-0.214215136	-0.318316855
AGAP013416	2R	57.61115104	44.82353414	-4.398329583	-61.03487495	14.79486634	-10.97545308	-1.893081354	2.963278583
AGAP013418	2R	3.903836148	127.1804072	91.14856397	-35.66668463	10.769346	-23.14087662	5.237418907	-3.705979653
AGAP013419	2R	-30.16582203	34.29695913	14.15855846	40.47452879	9.705167984	5.64879228	-1.278464004	-0.035457935
AGAP013420	2R	88.41930998	-36.36844503	-28.01110076	-59.74706018	-2.462535511	-14.33222773	2.166562682	0.137409059
AGAP013421	X	-29.94548772	-97.80537072	-58.93481362	52.39506439	-10.51606674	18.52531365	-0.133934589	-3.475831718
AGAP013425	2R	9.806975772	-118.0085731	93.71562431	-13.75961811	-17.01021224	12.80132651	4.363530292	-4.713810287
AGAP013426	2R	-4.757834104	50.63985251	5.955956811	-28.83789765	-9.147301611	0.053276266	-1.386148667	0.421754764
AGAP013427	2R	-47.0180141	-11.45148199	40.2408697	4.334117459	6.072040075	-2.683563707	1.654291097	-0.059548413
AGAP013428	X	-23.73172934	-23.84820385	21.72155736	-1.3958923	0.34144359	-3.481623695	0.950698024	-0.329881841
AGAP013429	2R	-60.69642229	91.57183126	22.36093153	88.28923902	15.94510633	18.43307192	-1.455147239	-2.544609325
AGAP013430	2R	-28.08893279	-29.54680233	87.43486535	6.445630561	9.051854612	-2.464810804	2.995547635	-1.714263712
AGAP013432	2R	-4.024014811	-14.96486104	-8.335571648	12.45865114	-3.399775755	-0.975973362	0.403419298	-0.803407563
AGAP013433	X	-11.75562953	24.09417237	-9.384759039	37.74991183	2.045486886	10.4124955	-0.651706028	-0.469358652
AGAP013434	2R	-9.982801479	-93.98561304	-50.36574482	42.71486589	-7.067353834	12.37889231	1.286280353	0.849644992
AGAP013435	X	-34.98042199	-90.98475398	-55.7989596	55.08945315	-9.968419712	18.36077571	-0.363826378	-4.260128523
AGAP013436	2R	53.76481397	71.40799757	16.7796233	-63.27609566	-17.44672639	-9.515294972	4.698363508	3.955576995
AGAP013437	X	-19.60979742	-117.9748879	-43.66787792	54.46067404	-9.682211847	15.46191917	-0.355387647	-2.600548897
AGAP013440	X	11.61503362	-21.17115191	-19.24340947	3.178906549	-3.286921946	2.125492216	0.142970585	0.23194204
AGAP013441	X	-89.45022804	-39.89715711	48.26990604	31.49253065	15.7108272	-4.03841917	3.926243275	-0.600437191
AGAP013442	2R	-137.556718	26.20828695	90.07332386	24.78192969	26.39531592	-6.383008689	4.120474986	-2.685272531
AGAP013443	2R	-9.146180192	22.99183637	-11.94214467	36.4643647	0.851048664	10.89580739	-1.507090417	-0.211436593
AGAP013445	2R	-23.03116824	41.07984046	20.9755458	54.77924029	8.024037255	6.577796043	-0.499745055	-1.875735046
AGAP013446	2R	54.91117939	68.77670045	17.85402657	-65.75423756	-17.53243594	-8.954532117	4.50498624	3.895942157
AGAP013449	X	11.77841846	-75.36604708	-47.34067455	27.311649	-10.26847905	10.23701617	0.042454429	-1.929545176
AGAP013451	2Rb	76.34423981	19.09482523	19.86226536	-23.21585091	1.789411551	-10.48628052	-0.773276362	-0.985527127
AGAP013452	2R	36.85073363	-55.28960939	-57.99453535	2.098949342	-13.3990098	6.320753061	0.936556046	-1.222428855
AGAP013453	2Rb	5.769809792	104.9948193	49.02767504	-44.44722176	-13.25558761	-11.22853	0.868462311	-3.500260113
AGAP013454	2R	104.1275495	-81.42509594	24.43808569	-81.07376784	-18.80898086	10.57047489	1.625650783	-1.78358403
AGAP013455	2R	-22.6558151	135.7669456	85.01447152	-30.5439597	12.53608936	-21.385442	3.076943744	-3.514937174
AGAP013458	2R	-90.64195776	69.81202111	36.89910972	62.48898263	16.13027667	9.445618252	3.195487825	2.366963032
AGAP013459	2Rb	43.87875584	-118.6701383	25.89980162	-6.810397896	-19.49905737	-12.67554978	2.677591884	3.664232887
AGAP013462	2R	32.59671794	69.06576416	6.985686752	-53.85727477	-12.86800034	-1.811181589	-2.674742116	0.762257999
AGAP013463	2R	85.48974178	12.2268942	60.9520464	6.285890023	17.47558931	-4.547435983	3.820395328	0.499658785
AGAP013464	X	-71.91873095	-90.31355463	-29.27014594	70.1162646	-0.717412389	19.91486274	-1.718761493	-3.211152439
AGAP013466	2R	-128.7476979	22.36570139	79.54395298	12.77283818	26.05429621	-4.32800862	3.647500062	-2.375418415
AGAP013467	2R	-3.32955325	134.1975011	95.56734549	-28.26251432	15.11751096	-21.31987231	4.995077274	-4.229409098
AGAP013468	2R	-124.2975138	20.99613882	80.59393575	8.738710254	25.45202824	-3.352026178	3.805278272	-3.65244794
AGAP013469	2R	-26.74339292	21.97258349	-3.140396025	-24.20520215	-1.228738885	-5.111443578	-1.255611038	-0.732633028
AGAP013472	2R	12.21764966	49.49219418	3.237781928	29.47655367	-0.344283144	9.182110476	5.477275272	-1.203428076
AGAP013473	2R	-130.1412899	50.31009155	94.36372628	7.958353831	24.11720843	-10.90318854	4.253096422	-3.266918172
AGAP013476	X	-64.25954786	-85.35849483	-29.9624041	63.77242909	-0.873070627	18.8515867	-1.58233458	-2.719109972
AGAP013477	2R	8.342512134	-118.9693284	95.36013754	-17.50693352	-4.442311573	-11.28091366	4.371364843	-4.551284861
AGAP013478	2R	-106.0511859	25.6744492	6.380203878	74.96569354	17.25247329	13.19644739	-2.438713923	-3.619525108
AGAP013479	2R	-28.95860196	99.86488008	66.0658314	-22.20844628	7.459619226	-16.08802471	1.809556621	-2.839356517
AGAP013480	2R	83.29569714	74.39436012	52.55959676	-82.5091336	-21.68744907	-5.15463191	-5.738911062	1.511841873
AGAP013481	2Rb	43.67209811	12.56709477	-25.9845661	-32.0668839	4.600293469	2.939688281	-0.863894855	1.870994749
AGAP013482	2R	76.54950158	85.14755188	54.23018803	-71.90000486	-21.86934572	-6.758880276	3.041523206	-3.1275306
AGAP013486	2Rb	47.2678443	-107.1968718	-95.8023526	13.92204794	-24.53788373	-12.03909501	3.111391651	4.672701482
AGAP013489	2R	-36.48034879	-16.02636739	28.54401819	16.04111494	9.334881995	0.55398693	1.162431003	-1.284565946
AGAP013492	2R	-1.389532775	123.7430083	90.11277923	-31.06221515	-7.208026553	-11.47694558	4.163336316	-4.135302756
AGAP013493	2R	-19.31728013	-10.78972521	5.073983232	5.975547445	1.554564603	0.703422096	0.423791576	-0.089161857
