gene_name	chro	tsne1	tsne2	fst-general	fst-2l	fst-2r	fst-east-central_	fst-east_west	fst-east-west_ctral	fst-m_s	fst-sex	fst-west-central	snp	chro2	chro3	non	syn	snp2	aom	bfm	bfs	cms	gas	gns	gwa	kes	ugs	fst_avr	tsne_p50_1	tsne_p50_2	gene_start	gene_end	nature	nature2	inv2r	inv2r2
AGAP013728	3R	-2.566247821	-0.966588325	0.058148711	0.009677724	0.012042317	0.022971525	0.017939977	0.019538839	0.028605839	0.001036698	0.006038936	431	3R	3R	225	279	504	0.131981965	0.008317029	0.007108085	0.004876558	0.026418514	0.006785652	0.000721236	0.1642574	0.001059405	0.039058427	31.13634204	47.54595661	4492632	4493873	1	geo	0	0
AGAP013729	3R	-4.361963839	0.101466313	0.277100542	0.007317231	0.043751602	0.151733741	0.179236308	0.166911047	0.036213859	0.035125228	0.01254121	19	3R	3R	18	6	24	0.031233309	0.023635978	0.019120106	0.044930815	0.057765628	0.004702928	0.029424409	0.709240134	0.016015215	0.104007614	-39.9395392	53.72444418	6114746	6116401	1	geo	0	0
AGAP013730	3R	-7.362019835	0.067062133	0.066752783	0.004854583	0.005339653	0.039563841	0.037120444	0.036628815	0.02644608	0.003576958	0.005714368	527	3R	3R	252	382	634	0.087804074	0.006966352	0.005243555	0.004030053	0.016677382	0.016579008	0.023967595	0.249602491	0.000745473	0.045735109	-0.414308946	52.06187395	5974979	6001231	1	geo	0	0
AGAP013732	3R	-4.869934953	0.290247878	0.049143987	0.005775601	0.005405973	0.021944258	0.021656676	0.020251284	0.011413424	-2.86E-05	0.006566457	278	3R	3R	125	190	315	0.066092733	0.006499359	0.003503604	0.002401752	0.036643648	0.004331551	0.008075513	0.179569195	0.003678464	0.034532869	-59.26232571	26.39129497	3635131	3636574	1	geo	0	0
AGAP013733	3R	0.733731212	0.326375101	0.040632534	0.002537422	0.000138607	0.001197335	0.005099386	0.002359793	0.03544449	0.001421845	0.000895126	115	3R	3R	47	83	130	0.112675348	-0.000766489	0.002403968	0.007402809	0.033472062	0.00010431	0.032228223	0.046344002	0.006114891	0.026664347	-3.61095386	21.59670831	3989080	3989936	1	geo	0	0
AGAP013734	3R	2.379905875	2.354922487	0.049561552	0.004475951	0.00012064	0.008002397	0.00464861	0.005002989	0.027292703	0.000355744	0.005387892	40	3R	3R	25	20	45	0.065773811	0.007539022	0.010227734	0.003148704	0.110406549	0.033521116	0.027213983	0.053260856	0.003926888	0.035002074	-45.79635859	2.511060402	31761639	31762792	1	geo	0	0
AGAP013736	3R	-8.178232576	-0.207621618	0.060803559	0.004176188	0.007877352	0.030773583	0.027661799	0.028974247	0.026347839	0.003317083	0.003185932	724	3R	3R	427	424	851	0.083555627	0.003944652	0.006604826	0.005085393	0.045164527	0.011321787	0.005673692	0.212784229	0.001854049	0.041776531	-49.66183297	-78.5311958	4810076	4812179	1	geo	0	0
AGAP013737	3R	-3.273295703	5.568972543	0.09383958	0.003365163	0.00864349	0.044497168	0.064740537	0.04874551	0.033494256	0.006334602	0.011299863	302	3R	3R	200	170	370	0.119876838	0.027226077	0.00511959	0.008943468	0.054322195	0.00876569	0.071336422	0.258555782	0.007825955	0.062441335	36.86079142	-54.38389083	5874203	5875164	1	geo	0	0
AGAP013738	3R	-2.91590312	6.075713344	0.083179979	0.004452284	0.013664554	0.022650802	0.058302448	0.030913253	0.029239668	0.000598463	0.020544654	438	3R	3R	320	207	527	0.130954087	0.022703046	0.005339499	0.010273749	0.05495123	0.00610083	0.107188723	0.166826346	0.00501828	0.056595088	-45.78738591	-55.31416957	3260861	3262352	1	geo	0	0
AGAP013740	3R	-8.02051016	0.297250439	0.070170831	0.003952506	0.006903646	0.023447372	0.029382248	0.022842625	0.016814459	0.001126434	0.011554709	766	3R	3R	530	385	915	0.076704079	0.017574902	0.00294147	0.009372149	0.042932583	0.003998785	0.054442516	0.217099711	0.005861788	0.047880887	-48.45945916	-81.857258	6303401	6305250	1	geo	0	0
AGAP013741	3R	0.448148226	0.102223791	0.025906201	0.003380447	0.00286568	0.014969049	0.013489869	0.014079349	0.012146394	0.001505216	0.0007256	94	3R	3R	16	103	119	0.025518122	0.007427302	0.001562948	0.00145103	0.022845007	0.00232707	0.009815141	0.101317531	0.001242702	0.019278539	-10.3234528	1.645573636	2419811	2420289	1	geo	0	0
AGAP013742	3R	-3.574150658	-0.906255475	0.086413052	0.000404284	0.01361375	0.064878459	0.053844166	0.060354941	0.008385142	0.005621593	0.00265723	64	3R	3R	1	64	65	0.006249187	0.007586348	0.008268135	0.009882251	0.004411745	-0.000602058	0.018527017	0.392034924	0.003385216	0.049971418	-0.028711273	49.34600443	3990212	3991035	1	geo	0	0
AGAP013745	3R	-8.249201109	0.122811574	0.074451105	0.004652641	0.006833967	0.032533634	0.027327632	0.029216868	0.019606864	0.002431967	0.006771407	413	3R	3R	293	193	486	0.078805754	0.00952418	0.005583892	0.008757519	0.054211712	-0.002519387	0.02887666	0.255594638	0.004655534	0.049276722	-53.78922322	-78.42833871	3382210	3383327	1	geo	0	0
AGAP013747	3R	-1.162937211	1.970380098	0.047616637	0.00286934	0.000691477	0.014058037	0.024427138	0.015148111	0.009269268	0.00195627	0.011303384	122	3R	3R	21	133	154	0.056653304	0.013598581	-0.00112794	0.002619105	0.025121301	0.001780848	0.055158625	0.157315632	0.000504531	0.034624887	-10.12825166	34.35894619	4021692	4022706	1	geo	0	0
AGAP013750	3R	-8.996918081	3.355298176	0.093195948	0.011727418	0.006795681	0.035579722	0.02350713	0.027629456	0.041191	0.004412871	0.015182135	664	3R	3R	496	316	812	0.176672741	0.016978805	0.002729833	0.012903434	0.069285244	0.008890665	0.033283766	0.221355073	0.002072802	0.060463596	-62.68887543	-60.83138703	6257352	6258944	1	geo	0	0
AGAP013752	3R	-6.486301434	-4.073097985	0.102591312	0.008677491	0.004739711	0.025930247	0.055022663	0.029422692	0.036407128	0.00487987	0.031494661	420	3R	3R	181	324	505	0.072447771	0.05775648	0.004734696	0.009822632	0.03293882	0.005058179	0.253189818	0.154885024	0.019090016	0.067769271	-4.225164499	127.3249403	6095355	6097010	1	geo	0	0
AGAP013753	3R	0.159047688	5.650803494	0.052421679	0.006736079	0.01066183	0.020038032	0.014929362	0.015787899	0.024462603	0.002636815	0.009404276	741	3R	3R	513	363	876	0.075053842	0.011132889	0.01188908	0.007303899	0.02450349	0.003560589	0.023997427	0.151236715	0.011865375	0.035615923	-117.9646456	-4.589777792	31586834	31589271	1	geo	0	0
AGAP013754	3R	-1.750689444	-0.649201267	0.065639967	0.004636399	0.009901279	0.025571121	0.034945874	0.026655325	0.014837175	0.002376753	0.010457572	210	3R	3R	144	109	253	0.070186072	0.007317321	0.009642991	0.004832455	0.040554331	0.008438125	0.026229258	0.236754813	0.001164444	0.045013312	16.23217634	53.1561765	4919592	4920641	1	geo	0	0
AGAP013756	3R	-1.36003061	1.386405218	0.035805906	0.001336433	0.005390808	0.016816267	0.015675501	0.015314359	0.024389704	0.002497232	0.005470915	92	3R	3R	75	38	113	0.001091939	0.049605049	0.014152701	0.005219798	0.007661188	0.010028968	0.026144852	0.108915339	0.002205682	0.025002835	-11.60902659	7.145979639	31764052	31764307	1	geo	0	0
AGAP013758	3R	-9.060597489	3.41325943	0.071876421	0.006485956	0.005788422	0.035952735	0.027083153	0.030970312	0.028008926	0.000790165	0.005628784	821	3R	3R	508	484	992	0.099482881	0.00837967	0.001888681	0.006440205	0.079491736	0.001211062	0.010549094	0.224193074	0.002053214	0.048187735	-61.52203005	-61.71230688	2792972	2797139	1	geo	0	0
AGAP013759	3R	-8.153486282	3.695036759	0.055609957	0.006408943	0.003743002	0.033126858	0.020978263	0.027119054	0.024330844	0.002209542	0.006499456	1131	3R	3R	647	757	1404	0.083609435	0.008221484	0.000375007	0.003164296	0.052510024	0.00032132	0.005687533	0.1879285	0.003167668	0.038331696	-71.69450928	-41.73055736	1860522	1973364	1	geo	0	0
AGAP013760	3R	-3.565011186	2.927470949	0.041971052	0.003819502	0.004425702	0.028932628	0.030550456	0.028115632	0.009527463	0.001131155	0.004133599	384	3R	3R	124	343	467	0.023157362	0.016947987	0.001729338	0.004885831	0.042030812	0.001372386	0.006339713	0.161247194	0.006334096	0.029338302	-52.3282624	78.06996081	4763368	4764864	1	geo	0	0
AGAP013761	3R	-1.425992132	0.654740108	0.061092573	0.003093317	0.002886638	0.028263898	0.026135797	0.026973261	0.025075921	0.000309248	0.000737417	198	3R	3R	149	99	248	0.100036686	0.002664308	-0.000720611	0.003399609	0.039735985	0.012480261	0.002817831	0.218482054	0.000130931	0.042114117	-10.41933427	0.486459646	9189816	9190943	1	geo	0	0
AGAP013763	3R	-3.649854919	-0.424587149	0.074317421	0.003727058	0.00578186	0.034549281	0.02664215	0.03154694	0.028771199	0.003280447	0.001763561	122	3R	3R	73	74	147	0.089347506	0.005300014	0.000200391	0.01274947	0.01576599	0.010886899	0.012020686	0.2731634	0.012192644	0.047958556	-50.91147903	-65.15308191	2120623	2121210	1	geo	0	0
AGAP013764	3R	-9.021110103	2.409961616	0.084393304	0.004755147	0.00618532	0.044341265	0.05353042	0.04638324	0.026470925	0.002701872	0.006995649	1664	3R	3R	1102	954	2056	0.058505187	0.018320845	0.003258621	0.005113027	0.065321525	0.00382846	0.014985064	0.317051195	0.002966034	0.054372218	-65.3009923	-80.86819641	2828027	2835401	1	geo	0	0
AGAP013765	3R	-7.282821462	-1.722581341	0.136946526	0.008540941	0.030919275	0.075639552	0.098081027	0.078842128	0.033871426	0.017564089	0.020488692	584	3R	3R	403	305	708	0.177211272	0.010552089	0.017131201	0.030042952	0.039176031	0.009345471	0.161312496	0.226182139	0.082005433	0.08366212	-74.66193246	90.82754249	6380962	6384794	1	geo	0	0
AGAP013766	3R	-0.432733135	-1.30525317	0.063806836	0.002250072	0.019607846	0.002568603	0.002910244	0.002239742	0.101781109	-0.001895142	0.001586014	119	3R	3R	68	52	120	0.114494748	0.071490199	0.011844661	0.02365588	0.040902385	0.005953793	0.067199155	0.000923931	0.007168406	0.038181462	9.696130594	-5.450384249	218925	219691	1	geo	0	0
AGAP013768	3R	-0.120832575	-2.995411118	0.089610443	0.002846451	0.01855409	0.050347138	0.040992312	0.047452823	0.057225879	0.022249348	0.002427546	74	3R	3R	56	24	80	0.074719999	0.035195826	0.025327425	0.023397662	0.007270547	0.021019812	0.016835433	0.212709058	0.071254822	0.054192287	58.26248475	8.39123019	49895250	49895632	2	spp	0	0
AGAP013769	3R	-7.960420145	0.785057698	0.202192297	0.01523924	0.013394061	0.064108686	0.095351872	0.064239158	0.082021252	0.003581788	0.054940645	436	3R	3R	232	275	507	0.219712586	0.086443245	0.012717656	0.020501588	0.046131188	0.01162164	0.285144373	0.372272909	0.035846447	0.121154626	-77.13416318	-70.40621463	6100805	6103082	1	geo	0	0
AGAP013770	3R	8.529945705	-1.831515031	0.233533964	0.006225256	0.034837244	0.017018033	0.008960101	0.00873224	0.330915186	0.029088479	0.01990947	335	3R	3R	212	143	355	0.349978583	0.236385289	0.035312522	0.068589188	0.052754321	0.028861614	0.046552827	0.270466514	0.044117178	0.125890893	-80.92912206	-102.8317719	260546	264357	1	geo	0	0
AGAP013771	3R	-7.038319604	3.481151058	0.053105357	0.00208383	0.006830558	0.022210433	0.029537493	0.024228407	0.017115925	0.002785468	0.002137876	154	3R	3R	96	89	185	0.045338543	0.013006271	0.003139522	0.004244857	0.015142594	-0.000469725	0.013822199	0.228620156	0.003271662	0.03623512	-63.43290716	-49.91780943	2116164	2116872	1	geo	0	0
AGAP013772	3R	-6.538952733	3.166648957	0.064231483	0.008524464	0.008336185	0.021864752	0.025279072	0.020730213	0.022489114	0.002748306	0.010679107	966	3R	3R	531	659	1190	0.099960541	0.019620742	0.003750491	0.004132324	0.061544071	0.001172374	0.02010256	0.17886636	0.005236739	0.043820689	-68.52317551	-15.25470122	8724194	8730650	1	geo	0	0
AGAP013773	3R	1.24167494	2.574608251	0.017345586	0.001871051	0.001268503	0.007994876	0.003071174	0.004154912	0.00788956	-0.001069493	0.00723989	197	3R	3R	122	116	238	0.022706528	0.003417526	0.000887759	0.00440749	0.028535398	-0.002630092	0.020687092	0.030279516	0.000666756	0.012106441	-42.99241834	-18.70379478	3986652	3987698	1	geo	0	0
AGAP013774	3R	-2.887911312	1.722700493	0.066170917	0.009737339	0.005953096	0.047194511	0.019608776	0.033116654	0.015061044	0.001360582	0.014753699	286	3R	3R	309	189	498	0.090502309	0.009070549	0.001343948	0.007553591	0.036982571	0.002749674	0.049685614	0.197478507	0.011362959	0.045192191	-13.28429306	68.45707001	6311995	6328744	1	geo	0	0
AGAP013775	3R	-1.194571339	-0.216859169	0.101046685	0.003350109	0.012267749	0.039466508	0.060832223	0.045113601	0.021526732	0.000879477	0.00630362	54	3R	3R	9	53	62	0.103809485	0.006449214	0.006087155	0.013460464	0.014649692	0.003597863	0.019308685	0.374019788	0.003104758	0.060498567	2.582335182	-4.883687236	2127401	2127823	1	geo	0	0
AGAP027980	3R	-7.920608438	1.57795933	0.112082406	0.00541259	0.006846831	0.051334402	0.067281011	0.054152796	0.019563864	0.000485742	0.01266466	614	3R	3R	137	573	710	0.037012981	0.023067723	0.003131299	0.005969971	0.051265839	0.000470028	0.067895338	0.408075287	0.008694711	0.06728702	-73.90833705	-61.74904575	10739576	10744793	1	geo	0	0
AGAP027982	3L	1.362555136	-4.888218643	0.15078695	-0.000385205	0.035171976	0.005155638	0.025505078	0.006557709	0.270745581	0.013090213	0.021919157	43	3L	3L	29	15	44	0.228520598	0.220037591	0.0317966	0.091112868	0.027417268	0.004947131	0.050422161	0.016195918	0.012336547	0.075865187	35.99179591	76.60055775	1333668	1386667	1	spp	0	0
AGAP027983	3R	2.286541215	1.727713684	0.022454171	0.005441895	0.002366448	0.009483424	0.000530228	0.003681866	0.012307956	0.002266477	0.008758683	114	3R	3R	65	69	134	0.05173708	0.007744398	-0.000341118	0.002476213	0.026790178	0.006747833	0.02202907	0.027912017	-0.000314406	0.016086807	-47.84786812	-6.227693653	24740769	24741486	1	geo	0	0
AGAP027984	3R	-7.165329572	5.789124611	0.064855955	0.005970922	0.005356798	0.03275513	0.032411101	0.031023342	0.025470176	0.004015126	0.006213252	2335	3R	3R	1509	1307	2816	0.072946202	0.013602972	0.004803928	0.003956678	0.049131749	0.001791411	0.018057396	0.230217061	0.002981888	0.044165476	-68.1922642	-59.20580986	10778055	10784441	1	geo	0	0
AGAP027987	3R	4.15349338	2.548227911	0.08351974	0.00619743	0.016121145	0.02576106	0.035136616	0.024618392	0.040068522	0.006607363	0.018583076	409	3R	3R	269	213	482	0.114463103	0.045964207	0.010740229	0.00767845	0.081234162	0.005997733	0.074581567	0.16635136	0.003208668	0.056691053	-59.19198052	-12.96971773	3255475	3257000	1	geo	0	0
AGAP027988	3R	-8.22586418	0.718772139	0.074039441	0.003787891	0.00236025	0.043336469	0.045947698	0.042852372	0.023338113	0.000210209	0.006740158	687	3R	3R	454	368	822	0.043393193	0.035127198	0.000386262	0.003588063	0.027267268	0.00879732	0.009284487	0.300032319	0.006018822	0.048210548	-59.31262558	-76.90733238	7545765	7548082	1	geo	0	0
AGAP027990	3R	2.295248314	-5.502725438	0.181787674	0.033790231	0.046132813	0.090906516	0.167618033	0.108279463	0.108323041	0.023362803	0.048324683	125	3R	3R	83	61	144	0.353284347	0.093588361	0.02701479	0.050917235	0.059928364	0.015284498	0.046997116	0.15956364	0.075989098	0.09806305	127.170068	-16.50727733	21813802	21814535	1	geo	0	0
AGAP027994	3L	2.608668259	-3.493484752	0.089921978	0.029634617	0.004307774	0.059295356	0.007746654	0.033012085	0.034960167	0.002221654	0.035274112	49	3L	3L	26	25	51	0.196342075	0.073694495	0.004375615	0.01349489	0.05521643	0.014907021	0.046958756	0.079017543	0.018600872	0.0558453	49.52550568	23.81038272	3950434	3950952	1	spp	0	0
AGAP027995	3L	-1.248671762	-10.89794308	0.066805824	0.005288976	0.004679295	0.019624651	0.024157133	0.017536496	0.041071216	0.002683846	0.012924591	280	3L	3L	164	129	293	0.088215578	0.040495935	0.002490218	0.010982991	0.021911928	0.009066115	0.104566092	0.089631828	0.031079478	0.044271129	24.38638196	121.87556	3864469	3869921	1	spp	0	0
AGAP027996	3R	3.363119792	-0.940698083	0.047024348	0.006328728	0.005475032	0.011600463	0.015492184	0.011602704	0.028334773	0.002912673	0.005494542	529	3R	3R	173	447	620	0.112834221	0.009554505	0.002244953	0.005498902	0.043319171	0.004663195	0.011252281	0.095168046	0.002360765	0.031877338	-99.19695719	4.587554062	21544863	21625740	1	geo	0	0
AGAP027998	3L	-5.045060991	7.182575111	0.044614313	0.005218598	0.004534084	0.021416967	0.020756866	0.019823495	0.016887157	0.001964737	0.005507154	3240	3L	3L	2404	1634	4038	0.054177207	0.012245791	0.002077763	0.004345427	0.048764587	0.001778843	0.011859106	0.143985881	0.00337514	0.031401083	-127.1678239	-0.765116396	28374393	28382241	2	geo	0	0
AGAP027999	3L	5.991203296	0.964526298	0.129415166	0.046731906	0.004749667	0.004455678	0.07354471	0.012777364	0.148990203	-0.001293037	0.087042112	48	3L	3L	30	17	47	0.021568833	0.374517392	0.003405547	0.028472449	0.019534266	0.012245958	0.024618161	0.021278265	0.027188372	0.059203249	4.800433795	79.52398091	844301	850457	1	spp	0	0
AGAP028000	3R	-6.246527412	4.615492718	0.062152264	0.008359283	0.008208856	0.029003547	0.030119743	0.027642308	0.024975006	0.000380953	0.007210627	610	3R	3R	428	316	744	0.09920865	0.005145676	0.007679956	0.005321822	0.0638475	0.00486172	0.017526269	0.177838876	0.002273878	0.042633816	-90.68670727	24.59567537	22694412	22696150	1	geo	0	0
AGAP028002	3R	-4.011957193	-1.587307222	0.051391827	0.005926177	0.005492141	0.022712955	0.02376248	0.021671221	0.018439498	0.000111617	0.00689989	373	3R	3R	206	246	452	0.100320302	0.01090463	0.003089642	0.004966764	0.032524899	0.004097028	0.018270473	0.14267686	0.002752093	0.03551141	-35.48315732	-81.14310262	20432858	20434699	1	geo	0	0
AGAP028003	3L	-1.348872747	-11.25174342	0.190762208	0.01058102	0.021700462	0.03695272	0.013331126	0.018801626	0.140496842	0.011723048	0.029919522	55	3L	3L	29	25	54	0.181177225	0.126442343	0.010098408	0.0212052	0.005429588	0.01851258	0.411144254	0.184600571	0.043021545	0.111292413	30.04166285	125.3345852	4015345	4016403	1	spp	0	0
AGAP028004	3R	-6.125717181	3.452693923	0.077734521	0.009383129	0.007084515	0.024542501	0.026276966	0.022650978	0.035935121	0.002421986	0.011564525	1506	3R	3R	1091	761	1852	0.137674284	0.013039524	0.008132869	0.005221027	0.091890708	0.005887008	0.028235968	0.168998795	0.008669707	0.05197221	-73.1925731	41.53858527	20805827	20809444	1	geo	0	0
AGAP028005	3L	-2.974598498	6.935592411	0.040541558	0.0043184	0.002941514	0.013421547	0.009150514	0.010986802	0.02820659	0.001269519	0.003916634	802	3L	3L	625	343	968	0.069235737	0.012799762	0.000120188	0.007729147	0.055813336	0.001132502	0.002566535	0.089463906	0.006689789	0.027283434	-41.12090985	-44.11851131	36680868	36682771	2	geo	0	0
AGAP028006	3R	4.109309048	-0.7975542	0.058629538	0.006600672	0.005031614	0.024265791	0.028388222	0.023161538	0.030785897	0.001996464	0.010120051	435	3R	3R	135	395	530	0.116759594	0.01505027	0.006875352	0.004710275	0.059175606	0.00153664	0.011540672	0.140548676	0.001237023	0.039714901	-68.21680143	-29.45824692	16049291	16056014	1	geo	0	0
AGAP028009	3L	-1.345740734	-11.22236909	0.173236094	0.017100558	0.025781312	0.041891719	0.010657679	0.018830287	0.034387836	0.016047988	0.039733806	39	3L	3L	19	19	38	0.130796611	0.047391933	0.00939769	0.032910573	0.029560593	0.008663034	0.445153271	0.163996345	0.020510931	0.098708998	30.09592789	124.9623566	3976103	3976687	1	spp	0	0
AGAP028011	3R	-6.20453439	4.451172298	0.066662644	0.007228992	0.003248973	0.017460046	0.024405023	0.01613646	0.030493259	0.002821193	0.017487641	742	3R	3R	467	435	902	0.153752707	0.018612227	0.00116706	0.005966929	0.038559586	-4.11E-05	0.069219218	0.110167616	0.004644115	0.044672036	-30.31492078	-81.7998559	12490174	12492813	1	geo	0	0
AGAP028012	3L	2.647156179	5.497747273	0.055964896	0.005911937	0.007581895	0.025187752	0.023125976	0.022792291	0.018533916	0.001179243	0.006182891	1404	3L	3L	563	1087	1650	0.060528212	0.012284797	0.003562472	0.007665679	0.04804581	0.002029066	0.011641594	0.192585374	0.005361436	0.038189382	-67.02679588	-9.493833037	36219980	36225720	2	geo	0	0
AGAP028014	3R	-3.699035767	5.188936703	0.049980262	0.004528483	0.002797013	0.026685257	0.022846863	0.023941255	0.022989799	0.000967152	0.004750602	660	3R	3R	321	488	809	0.063099706	0.010672746	0.000141328	0.004700707	0.045574022	0.000350322	0.017296859	0.170603883	0.002543843	0.034998157	51.45806394	-106.1507147	17370373	17372436	1	geo	0	0
AGAP028015	3R	-4.347052127	-0.375053577	0.16689162	0.011786565	0.017758085	0.060857672	0.073774258	0.064208137	0.124950791	0.012629679	0.007258926	110	3R	3R	78	36	114	0.226466983	0.052402012	0.011515259	0.019541028	0.109271393	0.016860878	0.057045054	0.395325616	0.004068955	0.099166353	-39.40146319	57.81707777	320403	322070	1	geo	0	0
AGAP028019	3R	4.05550501	-0.313317759	0.042730474	0.008520067	0.004432708	0.013174394	0.014988441	0.01090549	0.024165408	0.002561513	0.010629435	469	3R	3R	226	310	536	0.070591981	0.022079039	0.001573511	0.003878369	0.052828978	-0.001338309	0.016464458	0.095085039	0.004151586	0.029479406	8.65474918	-54.77613535	9911648	9913536	1	geo	0	0
AGAP028020	3R	2.17572774	-5.753760164	0.170893826	0.024204551	0.031134186	0.158187082	0.155583577	0.156539463	0.096408106	0.018519254	0.019829599	173	3R	3R	96	104	200	0.313733294	0.034650435	0.014933789	0.035148334	0.019930935	0.01203182	0.138069138	0.131275962	0.141242244	0.093446217	129.7498213	-15.35939073	21839355	21839979	1	geo	0	0
AGAP028021	3L	-3.079096869	3.401025851	0.075676169	0.006952273	0.004532239	0.041099531	0.037896921	0.038606562	0.058172967	-0.000197711	0.003508788	423	3L	3L	308	209	517	0.117751755	0.020960798	0.002406494	0.006409185	0.048149259	0.004852518	0.012070414	0.23770126	0.00194123	0.050249213	-47.35917984	-42.68522418	35518387	35519558	2	geo	0	0
AGAP028022	3R	3.267205662	-2.728795571	0.082063446	0.009500971	0.011200031	0.054461785	0.039965941	0.047505479	0.053387178	0.004739799	0.008090872	144	3R	3R	80	90	170	0.18041719	0.022502819	0.008987361	0.011640788	0.0281134	0.00731121	0.017101673	0.178238046	0.014500347	0.052090315	44.87385644	-41.64797	29057154	29057744	1	geo	0	0
AGAP028023	3R	0.5749324	2.364062077	0.019807475	0.003348722	0.004286726	0.006252893	0.010632655	0.006925662	0.005834316	0.000777646	0.003186255	86	3R	3R	28	73	101	0.033625646	0.008997831	-0.000322072	0.002645084	0.013435484	0.001404223	0.006613765	0.049378739	0.007894787	0.013741499	-30.12281198	-7.482299461	3626956	3627707	1	geo	0	0
AGAP028024	3R	0.970025181	4.597502222	0.065519087	0.007533236	0.007757037	0.02153048	0.008960703	0.00947582	0.021641424	0.002335579	0.030519737	365	3R	3R	216	202	418	0.082486714	0.039644941	0.00313223	0.009227952	0.07489758	0.001923315	0.071821382	0.115498984	0.004744389	0.044819721	6.096765703	-24.97880072	3258049	3259997	1	geo	0	0
AGAP028025	3R	-6.138473218	5.931644075	0.055159346	0.003290038	0.006442991	0.027176487	0.030914894	0.027365598	0.011616088	0.004689524	0.004257083	935	3R	3R	500	572	1072	0.038868298	0.009680811	0.005836116	0.005197618	0.047268573	0.003362617	0.00763952	0.215327435	0.006360749	0.03772686	-72.57376833	-46.69536826	19043427	19047902	1	geo	0	0
AGAP028026	3R	1.771765654	2.730359974	0.032787518	0.006838239	0.000744635	0.021667948	0.016236016	0.018221944	0.011872422	0.000723845	0.00537548	203	3R	3R	139	114	253	0.051423033	0.010227356	0.00082143	0.004499227	0.036343696	0.00360084	0.004184449	0.092848615	0.003713823	0.023073608	-0.654829641	73.29633581	21097383	21098164	1	geo	0	0
AGAP028027	3R	-3.238593601	4.927578915	0.052371523	0.009634741	0.008915798	0.020924444	0.024218602	0.020016949	0.021427208	0.002802692	0.008020203	647	3R	3R	327	476	803	0.071752244	0.014648796	0.002898264	0.006011528	0.060042162	0.002896825	0.008989994	0.157495364	0.00137801	0.036234799	-9.541265586	-62.71895379	19492228	19495922	1	geo	0	0
AGAP028028	3R	8.329553192	-3.025466416	0.139903257	0.004627542	0.039423397	0.013223622	0.008847081	0.009930578	0.152085596	0.030963558	0.006668719	217	3R	3R	147	90	237	0.22772342	0.073475257	0.027387018	0.031756938	0.123905212	0.03440348	0.037493376	0.197683173	0.019136038	0.085884879	-13.49472604	-94.72261947	317335	319564	1	geo	0	0
AGAP028029	3R	-1.276110614	-2.224160236	0.051431864	0.006422561	0.006327977	0.030475891	0.038268113	0.032089102	0.030765641	0.00121665	0.006592089	325	3R	3R	222	199	421	0.070896652	0.01654736	0.008282498	0.003911662	0.049448452	7.44E-05	0.039719962	0.123432758	0.009167281	0.035720112	29.31928819	-27.6749878	13763201	13764177	1	geo	0	0
AGAP028030	3L	-4.567203044	0.29098036	0.069572753	0.002827437	0.009200045	0.032175382	0.042123785	0.034940856	0.032043099	0.005453228	0.004896877	456	3L	3L	228	276	504	0.074642415	0.014923216	0.003102508	0.007180231	0.034858284	0.006189073	0.036305461	0.239063976	0.007463476	0.04708096	-32.05473287	44.62675279	35706915	35711898	2	geo	0	0
AGAP028031	3R	-4.935273033	0.826645349	0.103717978	0.00793519	0.008635525	0.049670804	0.025324762	0.036923522	0.035827931	0.006489597	0.01468185	261	3R	3R	114	187	301	0.107968298	0.022360814	0.006101789	0.010484767	0.036965702	0.004602892	0.036150404	0.348949094	0.006630177	0.064468215	-28.15359356	74.61288385	26189585	26190545	1	geo	0	0
AGAP028033	3R	3.229010466	-2.535569579	0.180040204	0.031907217	0.062169873	0.091323444	0.098321388	0.090039944	0.11714447	0.02335472	0.024794176	43	3R	3R	25	21	46	0.392082181	0.0670611	0.036098593	0.048615188	0.015820611	0.027701552	0.027800955	0.194890493	0.046775104	0.095205086	51.96628761	-38.41368985	21826866	21827568	1	geo	0	0
AGAP028035	3R	-0.978113249	0.075629873	0.060064886	0.000603894	0.003875374	0.031585712	0.037276009	0.035897673	0.00493732	0.000457636	0.001404833	59	3R	3R	37	28	65	0.011941425	0.001633873	0.000565265	0.003591811	0.050315862	0.003115329	0.001520021	0.284602864	0.000919913	0.039800707	-0.189970934	32.69074177	10484775	10485062	1	geo	0	0
AGAP028037	3L	1.442233493	-4.421650022	0.111948415	0.006954473	0.017199405	0.031670355	0.048164456	0.033015571	0.089532479	0.008004617	0.021117525	60	3L	3L	43	17	60	0.089967189	0.095521112	0.010153098	0.021313529	0.018062811	0.011297376	0.222629209	0.085865372	0.065219481	0.068892131	25.12576705	119.1512281	4034399	4035079	1	spp	0	0
AGAP028038	3L	1.254449202	0.38421924	0.067179815	0.00140318	0.003222975	0.044442892	0.042997283	0.042680563	0.033597682	0.00518188	0.002062512	249	3L	3L	131	158	289	0.069370612	0.011429461	0.000938196	0.002143509	0.030085895	-7.11E-05	0.008956473	0.278178322	0.000470949	0.044611372	-34.99688234	13.53163112	35585975	35587212	2	geo	0	0
AGAP028039	3R	-1.871723345	-0.176415119	0.084528412	0.009820425	0.008639689	0.042871142	0.053039652	0.038236471	0.014442268	0.009966097	0.03391339	49	3R	3R	27	25	52	0.01428438	0.066756928	0.019534133	0.009850253	0.021476707	0.012572287	0.030362476	0.30475203	0.00485904	0.053827582	10.01978266	54.90548218	31775668	31775923	1	geo	0	0
