gene_name	chro2	tsne1	tsne2	tsne1_S	tsne2_S
AGAP009559	3R	3.198225752	1.449803472	3.452620481	-1.528763278
AGAP009560	3R	-7.875646366	5.426798204	-5.018274071	4.170566797
AGAP009561	3R	3.703489403	4.145627109	4.595675832	2.333434879
AGAP009562	3R	-7.94314317	5.29037361	-5.063174405	4.17327822
AGAP009563	3R	-2.14683238	3.807502787	0.446794798	-4.589645526
AGAP009564	3R	0.799427632	0.250699641	0.92193798	-1.085564031
AGAP009565	3R	3.890198317	-0.059033995	5.057268606	-0.91861798
AGAP009566	3R	-1.859575992	1.545526504	-1.377523891	0.947699649
AGAP009567	3R	-3.253746362	-0.021964431	-4.40819796	3.269230886
AGAP009568	3R	-6.876005579	7.977510754	-7.416342217	3.210702926
AGAP009569	3R	3.082649042	-1.39495321	0.643495933	-3.455776964
AGAP009570	3R	1.879275778	1.338941714	1.530441974	0.397586909
AGAP009571	3R	0.16982112	4.012850607	-7.149378428	1.810708247
AGAP009572	3R	-3.807498573	-0.98006372	-4.449675156	3.186677146
AGAP009573	3R	1.533677996	7.263162615	7.234984248	2.454285664
AGAP009574	3R	-0.895301983	5.451827897	6.886028953	3.134140315
AGAP009575	3R	-6.767772632	7.676457939	-6.572800314	3.425335391
AGAP009576	3R	-1.383933707	0.224861946	-1.033296926	0.405841918
AGAP009577	3R	0.422464527	-3.782544687	-6.732529612	1.524652102
AGAP009578	3R	-2.10693473	1.440187487	-4.971289263	2.760474617
AGAP009579	3R	-6.647353579	7.871011465	-7.141057783	3.518360558
AGAP009580	3R	-1.891394861	0.169952021	-0.466320039	0.895422525
AGAP009582	3R	-3.784647195	-1.108750299	-4.761909855	3.040172808
AGAP009587	3R	-2.010992898	3.816188224	3.400925153	-5.060780437
AGAP009588	3R	-5.613210561	2.800785855	-2.403379475	0.412192091
AGAP009589	3R	1.207842184	-0.786783512	1.137698245	-0.399028397
AGAP009590	3R	-4.949439487	-1.051691219	-6.123116216	3.503944921
AGAP009593	3R	6.411161779	-3.263389104	-4.825157026	3.16383245
AGAP009594	3R	-1.281043023	6.877931055	8.671576316	3.41291703
AGAP009595	3R	-0.963859824	-2.897393674	-1.343056488	-3.431163216
AGAP009596	3R	3.83110581	3.94164114	3.901586757	2.018559593
AGAP009597	3R	-1.381255099	-0.612306697	0.935802047	1.448776523
AGAP009598	3R	4.038990845	4.35225295	4.88908237	2.439154157
AGAP009599	3R	0.651419837	-3.801540067	-5.608939561	1.934428042
AGAP009600	3R	-1.494371042	5.778921393	1.850743914	7.502667595
AGAP009601	3R	5.247546278	2.985707439	-6.713914702	2.5558691
AGAP009602	3R	-2.519235971	-0.916592351	-4.395008592	1.861184587
AGAP009603	3R	-2.967121462	-3.449589456	-6.043688191	2.512933981
AGAP009604	3R	1.651010435	-3.53819231	-5.433570761	0.716137856
AGAP009605	3R	-2.822418186	-0.709802496	-2.838724846	1.888695211
AGAP009606	3R	2.359118866	-3.6650648	-5.968110545	2.249362658
AGAP009607	3R	-1.996077188	5.611231377	-7.369725464	0.555315761
AGAP009608	3R	-1.981359652	5.256903528	9.494164949	3.168193514
AGAP009609	3R	-0.899035565	5.127725373	3.437457391	-3.922638211
AGAP009610	3R	-4.786200011	1.129387633	-2.920752485	3.652460766
AGAP009611	3R	-1.601221512	-4.007244902	-2.678428482	-3.542859981
AGAP009612	3R	-0.553071281	7.050502185	8.795971132	3.189021992
AGAP009613	3R	1.189614797	-1.711737344	-4.169741656	0.110510515
AGAP009614	3R	-4.501177914	-1.46193671	-6.64371997	3.357756395
AGAP009615	3R	5.108138047	-3.611011859	-6.391746776	2.973397951
AGAP009616	3R	0.160028982	-1.224461837	1.301221396	-2.195939403
AGAP009617	3R	-1.762447636	6.090442168	1.412276145	-5.312995267
AGAP009618	3R	0.322012386	2.511164995	1.557507385	0.103304608
AGAP009619	3R	-4.467506424	-1.341150608	-4.62137765	2.940136374
AGAP009620	3R	1.023157965	0.064713365	-4.48466948	2.335765045
AGAP009621	3R	1.338347593	4.709116269	-6.098979976	2.701516412
AGAP009622	3R	-2.32730172	6.264569817	-6.747456874	1.698342504
AGAP009623	3R	-2.640651761	1.874684149	-4.006251773	3.034123728
AGAP009624	3R	1.306065533	-4.095982836	-6.004150554	2.112157218
AGAP009625	3R	2.170150557	2.282762848	1.972067081	-1.642351135
AGAP009626	3R	-0.604627406	1.175025412	0.478352179	-2.207279334
AGAP009627	3R	-2.679169372	0.729874145	-1.164399761	1.17386457
AGAP009628	3R	-2.680932298	-0.671053484	-4.673252323	2.987217962
AGAP009629	3R	-3.428666003	-2.201789233	-5.630373619	3.056019267
AGAP009630	3R	6.174203638	-0.358629899	-3.637751022	4.640135145
AGAP009631	3R	7.24685378	-1.127977003	-5.934333906	3.501030692
AGAP009633	3R	1.947607768	-0.425418289	-6.125406998	0.625614843
AGAP009634	3R	4.792404451	-0.092917891	-5.011431988	5.233815327
AGAP009635	3R	0.570029111	-3.448818075	-4.828582146	1.840144509
AGAP009636	3R	-4.230409436	0.778124229	-2.572157004	2.772295673
AGAP009637	3R	2.162640841	-2.271273386	-2.617739032	1.500581517
AGAP009638	3R	-0.858086883	-4.448071343	-2.3971605	-4.000934294
AGAP009639	3R	-2.400942248	-0.189497977	-3.470713164	2.708375842
AGAP009640	3R	-4.465134417	1.495528511	-2.339708136	2.048976162
AGAP009641	3R	0.02221169	-1.760037173	-2.506065999	-0.353703476
AGAP009642	3R	-2.916237884	0.496379512	-2.304184859	1.618324811
AGAP009643	3R	-5.925592701	3.125518271	-4.600891792	3.58471552
AGAP009644	3R	0.340073102	-1.138405747	-0.687196792	-2.335660666
AGAP009645	3R	-1.518485769	6.391988569	2.844226858	-2.254731533
AGAP009646	3R	-3.999606102	1.497877007	-2.846397246	2.884522574
AGAP009647	3R	-1.702157605	1.257294277	-1.321220655	0.556666512
AGAP009648	3R	1.517687232	-1.632270855	-0.05472271	-3.498163446
AGAP009649	3R	3.572628237	1.911951435	2.485558789	0.926823556
AGAP009650	3R	-2.799269834	1.095729465	1.828887253	3.840418758
AGAP009651	3R	-1.659542155	0.840406044	-3.823522795	2.71886368
AGAP009652	3R	-2.142351814	1.605400542	-3.387739301	3.272372797
AGAP009653	3R	-1.245422252	-2.362125363	-2.92222829	-1.363130272
AGAP009654	3R	2.487775995	-1.133904387	1.502540181	0.404232795
AGAP009655	3R	-3.10410111	6.675302545	-7.772698484	2.024713296
AGAP009658	3R	0.226215964	-3.827747957	-5.775418288	1.349376377
AGAP009659	3R	2.650882331	5.703375018	-7.089895324	2.623114912
AGAP009660	3R	-0.340874811	2.623335139	1.484655106	-1.734094944
AGAP009661	3R	-3.756471127	1.983399283	-1.315869757	2.150759939
AGAP009662	3R	2.158401016	-0.509489836	-1.442505525	-3.198603202
AGAP009663	3R	-1.203050628	0.160094074	-0.424392028	0.623952286
AGAP009664	3R	-1.624960225	6.268905718	3.563984318	-3.201434507
AGAP009665	3R	-2.501764106	-2.104148753	-2.31945665	-0.48099557
AGAP009666	3R	-3.82966675	2.202209256	2.771939193	3.43339114
AGAP009667	3R	-3.143256907	1.242098291	-4.413398573	3.23753441
AGAP009668	3R	1.033390994	-2.634096328	-5.484059992	3.308614339
AGAP009670	3R	7.840684698	-2.024800087	-6.73425787	5.08553351
AGAP009671	3R	8.191570341	-3.03263896	-4.027742247	3.775159871
AGAP009672	3R	-3.73613033	-1.072412858	-3.104796269	2.753655113
AGAP009673	3R	1.289854631	-4.15260481	-6.578908244	0.784745936
AGAP009675	3R	-3.654137822	1.488917429	-3.813659017	3.672026709
AGAP009679	3R	-0.338497002	0.24727294	0.247911818	0.023767677
AGAP009680	3R	-0.953752236	-1.154300176	0.117974683	1.854053595
AGAP009681	3R	2.022974117	-2.465031859	2.863611351	-0.085995347
AGAP009682	3R	-0.892399757	2.513631266	2.556619145	-2.309309558
AGAP009683	3R	-2.899760643	-3.440257339	-5.13935719	1.763992291
AGAP009685	3R	3.297618912	-1.498444109	-1.836933216	-0.167517101
AGAP009686	3R	-6.121263453	-3.892311093	-5.081717555	5.838594689
AGAP009687	3R	0.821407639	0.173904483	1.184723398	0.323279897
AGAP009688	3R	2.851300236	5.454644791	5.396642678	-0.043494817
AGAP009689	3R	-0.25652877	0.144983077	0.202812294	-0.060450896
AGAP009690	3R	-5.856108269	-3.178937253	-2.409339639	1.741292721
AGAP009691	3R	-0.995111801	1.206601139	0.171183125	0.942319566
AGAP009692	3R	-2.358141783	-1.58294125	-4.317908036	2.313062567
AGAP009693	3R	-0.608357272	3.896244765	1.33582228	-3.957885057
AGAP009694	3R	-2.057209979	2.887942843	-6.751529504	0.942839201
AGAP009696	3R	0.369800949	1.525927474	0.730150326	-0.538000173
AGAP009697	3R	-0.111661913	-0.203248251	-0.491425941	-0.796105197
AGAP009698	3R	-0.304144417	0.421697931	0.180402734	-0.013588646
AGAP009699	3R	1.184232096	-3.654341866	-5.162669883	2.335738656
AGAP009700	3R	4.096377033	3.872300914	4.345991648	2.40053655
AGAP009701	3R	-6.325268122	-3.44303627	-7.591897359	3.201409405
AGAP009702	3R	4.017309414	4.602976714	4.435588537	2.214019765
AGAP009703	3R	5.454649022	-3.060003998	-2.622702741	2.543577454
AGAP009704	3R	8.37196448	-1.460191285	-5.614281297	6.184924216
AGAP009705	3R	8.663889185	-1.824817017	-6.408183997	5.195431029
AGAP009706	3R	8.549727639	-2.571766016	-6.285445288	4.18877658
AGAP009707	3R	2.184036147	-0.895215042	1.290433724	-0.362817143
AGAP009708	3R	8.286540517	-1.772890077	-6.286280064	4.584863801
AGAP009709	3R	2.61087754	0.816016196	-2.289807724	-0.559768503
AGAP009716	3R	7.190732782	-0.130541637	-1.285876882	1.682688683
AGAP009717	3R	1.617517396	-3.605783337	-4.951424412	2.698928007
AGAP009718	3R	0.522896213	1.045595805	-0.448035502	-0.776126722
AGAP009719	3R	6.307727514	-2.679646155	-3.561771544	3.776185768
AGAP009720	3R	4.083930159	6.776947167	2.920071387	-0.533496792
AGAP009723	3R	-3.006302167	-2.543578734	-5.64612409	3.001134992
AGAP009724	3R	5.683967392	-2.090992506	-6.029106649	0.296593381
AGAP009725	3R	0.416512171	-4.181093224	-6.516345279	2.17415101
AGAP009726	3R	5.494809436	-3.461557316	-6.59567365	-0.989016064
AGAP009727	3R	6.275303549	-2.821170619	-5.706248146	3.399150006
AGAP009729	3R	0.905296276	0.604513771	0.937237147	1.215010819
AGAP009730	3R	8.584784481	-3.15294687	-7.449034219	2.848178657
AGAP009731	3R	-0.577412667	-2.688274526	-1.206303271	-3.679773986
AGAP009732	3R	2.283115739	-1.713740187	-4.881315744	0.550947631
AGAP009733	3R	-1.181607323	2.798830231	4.351171053	-2.644317709
AGAP009734	3R	5.675447961	1.002676065	-5.364477548	1.423347764
AGAP009735	3R	7.998820315	-3.073168451	-2.112259273	1.690108263
AGAP009736	3R	4.499379428	5.139281677	4.073524678	3.145238608
AGAP009737	3R	6.808536691	-1.636569511	4.390892088	2.690472014
AGAP009738	3R	-0.010138214	1.805573375	0.744325996	-1.228881034
AGAP009739	3R	6.156677968	-2.922098964	-7.421961531	2.938228297
AGAP009740	3R	6.258962746	-2.563071044	-4.379393991	4.272406067
AGAP009741	3R	1.055052907	-3.8888324	-5.529986812	3.26466556
AGAP009742	3R	1.034174492	-3.754340475	-5.681153834	2.416671608
AGAP009743	3R	7.4400793	-1.504360209	-7.106473587	2.730365591
AGAP009744	3R	0.3210841	-3.06802124	1.24519416	-1.905128779
AGAP009745	3R	1.160281624	-3.930918238	-5.00019932	5.277739011
AGAP009746	3R	0.532261713	-3.517560006	-3.233811344	-2.75281886
AGAP009747	3R	-2.506210175	0.879184874	-1.956594598	1.662996582
AGAP009750	3R	7.379102745	-3.614931556	-7.699559155	2.832788515
AGAP009751	3R	7.103055052	-2.770149859	-7.988966671	2.885904312
AGAP009754	3R	-4.065044682	1.80182509	-2.375358852	2.372819847
AGAP009756	3R	0.158713454	-0.500756894	-0.544354988	0.579080085
AGAP009757	3R	6.942560014	-0.540549698	-6.96052679	2.546255715
AGAP009760	3R	7.19349374	1.803531488	2.692594746	0.097494188
AGAP009761	3R	-2.053060338	0.229126052	-1.501636268	1.047031642
AGAP009762	3R	-7.172780049	7.13676831	-8.031298203	2.845031704
AGAP009763	3R	6.096338007	-2.638423396	-7.838649637	3.048174709
AGAP009764	3R	5.832733404	1.154374088	-5.625656556	3.276979279
AGAP009765	3R	6.466522117	-2.015033054	-7.305544746	2.595268929
AGAP009766	3R	0.94173767	-3.596014705	-6.043965682	2.051353755
AGAP009767	3R	-0.4469662	0.427963794	0.324537448	-0.21344481
AGAP009768	3R	6.740966419	-1.006051135	-4.200091033	3.790189427
AGAP009769	3R	5.510009661	-1.958391472	-6.851862865	2.294676939
AGAP009770	3R	4.209981655	-3.224915485	-6.524808402	1.696345995
AGAP009771	3R	0.305649351	-1.467322602	-4.154756904	1.610790143
AGAP009772	3R	7.08846576	-2.567623235	-7.628780832	2.539979681
AGAP009773	3R	-0.566195605	2.833363531	-2.751750272	-0.763765307
AGAP009774	3R	7.306813069	-2.119285647	-7.071288279	4.249267246
AGAP009776	3R	6.313458439	-2.943958309	-7.477806818	2.409532624
AGAP009777	3R	-1.176605042	-2.515602807	-4.221638947	-0.394218322
AGAP009778	3R	6.81940989	-3.081509684	-8.574180091	2.86584253
AGAP009779	3R	6.819060711	-2.608122109	-8.457812037	3.078204773
AGAP009780	3R	7.080427681	-3.475381217	-8.930399507	2.891659523
AGAP009781	3R	6.11926344	-3.137239539	-8.73767125	2.506928965
AGAP009782	3R	-1.901043681	-3.330836243	-8.823247284	2.486349799
AGAP009783	3R	-1.199039575	-2.53056969	-1.516218733	-2.071177085
AGAP009784	3R	6.349903437	-3.033269463	-8.360430646	2.803820791
AGAP009785	3R	6.692799475	-1.864449303	-6.187366572	2.87615772
AGAP009786	3R	7.012894751	-3.338632502	-8.782578353	2.877861549
AGAP009787	3R	6.554200899	-3.240185303	-4.080432595	3.539347021
AGAP009788	3R	6.417799188	-3.113500836	-4.593727055	3.477586577
AGAP009789	3R	-2.558064123	1.955427873	-4.049371815	3.36956502
AGAP009790	3R	6.084937626	-2.574041618	-8.432229524	2.449566747
AGAP009792	3R	-1.001318253	-3.313632976	-7.66107241	1.816921221
AGAP009793	3R	-1.207041415	0.233781033	-0.373605938	0.923156165
AGAP009794	3R	2.169024362	-1.707618655	1.144233264	2.987065841
AGAP009795	3R	7.303165492	-1.913411611	-4.962996317	4.312755289
AGAP009796	3R	1.816025978	-0.147626732	2.463238747	0.141643498
AGAP009797	3R	4.018816493	-3.304391892	-5.148690843	5.264210279
AGAP009798	3R	7.048808865	-2.491399015	-8.505892255	3.101448564
AGAP009799	3R	7.01286159	-2.662305235	-8.576163841	2.884434597
AGAP009800	3R	0.443194924	-3.762142548	-5.845456691	2.432830051
AGAP009801	3R	0.122250836	-3.685465951	-6.303791075	1.881206226
AGAP009802	3R	7.153212388	-2.400759567	-6.525346063	5.052514933
AGAP009803	3R	-6.875168008	-4.18146513	-6.066024619	6.250594729
AGAP009804	3R	4.795195661	-2.765064309	4.239316777	2.07229711
AGAP009805	3R	7.477252708	-1.948492922	-6.477371326	4.523062349
AGAP009806	3R	7.643721044	-2.255889578	-6.680857546	5.102052086
AGAP009807	3R	6.368820537	-3.144935051	-7.003299048	1.890724587
AGAP009808	3R	6.073711503	-2.497111623	-5.58069409	2.945763349
AGAP009809	3R	-3.931833675	1.656962663	-2.27769766	2.517283301
AGAP009810	3R	6.579730525	-2.236389949	-4.297421163	3.610714753
AGAP009811	3R	-4.902920812	-3.032548618	-4.368798347	4.483597602
AGAP009812	3R	-2.221362625	-2.010678327	-5.152448543	2.550393243
AGAP009815	3R	-3.000359931	-1.329019999	-4.348192303	3.129352392
AGAP009816	3R	-0.620917988	-3.960155553	-1.988018003	-3.587582853
AGAP009817	3R	1.21949234	3.248916161	0.854452118	-6.505786425
AGAP009819	3R	2.591730286	-4.494385721	-6.632571638	3.69627834
AGAP009820	3R	0.022117957	-2.240170824	-3.261540503	-1.074587703
AGAP009821	3R	0.502602122	-3.87147525	-6.827241704	1.180913078
AGAP009822	3R	-1.30186254	-2.295858794	-6.39496183	1.111133243
AGAP009823	3R	-0.105616939	2.800220016	-4.420744541	2.623994568
AGAP009824	3R	0.472249366	0.787707988	1.342476585	-0.111532809
AGAP009825	3R	-2.202273524	-3.760231269	-5.074180767	-0.326760806
AGAP009826	3R	-0.402832643	-4.239916378	-6.60079655	0.236597834
AGAP009827	3R	6.026300654	-3.464821694	-3.400580592	3.378777167
AGAP009828	3R	-0.160189991	2.544253002	-5.894790719	2.364547495
AGAP009829	3R	-3.547974373	-1.357738626	-1.690555781	3.351626003
AGAP009830	3R	1.754862847	-3.558432315	-5.048988234	2.727489211
AGAP009831	3R	1.341511965	3.32624046	-6.519182714	0.374235348
AGAP009832	3R	-2.474143373	1.883608727	-2.050986696	0.413277727
AGAP009833	3R	0.408574012	1.244743132	1.151229203	-0.884058893
AGAP009834	3R	-1.141062019	-2.705048381	1.4187062	2.811308858
AGAP009835	3R	-6.146156287	6.888808784	-7.153703202	2.555939349
AGAP009836	3R	-2.918873181	-1.251990619	-4.746750096	2.852249545
AGAP009837	3R	-0.960596211	-3.314425317	-1.913959702	-3.009684036
AGAP009838	3R	-3.490822138	-1.931212565	-5.870527958	2.981514843
AGAP009839	3R	-0.387959729	3.583364052	4.84390372	-2.560087893
AGAP009840	3R	2.94736871	-4.44165829	-7.044568532	2.249105864
AGAP009841	3R	3.010698453	-2.450832289	-5.201472049	1.133508433
AGAP009842	3R	-1.284292294	-3.134052803	-1.211468857	-3.535517645
AGAP009843	3R	-4.683760326	0.813310463	-1.664640314	3.934828759
AGAP009844	3R	2.367014119	-2.915583253	-3.864293217	2.710820643
AGAP009845	3R	-0.638954729	1.841583157	1.978759377	-0.866233495
AGAP009846	3R	2.820989415	-3.344149054	-5.1211944	2.802775872
AGAP009847	3R	0.452800409	-4.101682594	-7.096049694	1.368050303
AGAP009848	3R	0.97348519	2.446059167	1.022656391	-1.5632599
AGAP009849	3R	0.937301449	-3.383175372	-5.451075564	1.520054564
AGAP009850	3R	4.482870377	-3.302651294	-3.497476424	-1.142356426
AGAP009851	3R	-1.255687699	-0.041631235	-1.091885031	1.19930287
AGAP009852	3R	-3.57193832	0.775577883	-3.621146917	3.52159093
AGAP009853	3R	4.627127709	-3.480284169	-6.939270584	2.279673351
AGAP009854	3R	6.415456086	-3.101384249	-6.257237816	3.052269005
AGAP009855	3R	3.705048273	-3.458007874	-1.740147114	3.048502446
AGAP009856	3R	6.13778139	-3.542815206	-3.422994205	3.306100465
AGAP009857	3R	4.827036753	-3.564023322	-5.069112732	3.718090406
AGAP009859	3R	3.494785331	3.686869689	3.949732921	1.000772004
AGAP009860	3R	0.159997254	5.972037875	-6.323458241	2.619929063
AGAP009861	3R	-1.967868466	0.120363567	-0.830611971	0.73475476
AGAP009862	3R	-5.985865902	-3.40969889	-3.598917129	0.789061779
AGAP009864	3R	-0.364354537	0.574711917	0.241936596	-0.268679519
AGAP009865	3R	-0.692285864	-1.945427212	-0.746185319	-2.369939694
AGAP009866	3R	2.494305329	1.570103652	-5.632544039	0.931740222
AGAP009867	3R	-4.085412401	0.80218585	-2.699334629	2.828868424
AGAP009868	3R	0.873735983	-3.769484074	-5.786145557	1.991708877
AGAP009869	3R	0.513031916	1.026740511	-4.06957721	2.605788893
AGAP009870	3R	1.526911067	-3.69951514	-4.241192551	2.779586918
AGAP009871	3R	-3.384412336	-0.575443196	-4.360041084	3.374778245
AGAP009874	3R	4.743047316	-3.02956695	-2.83346452	2.683266042
AGAP009875	3R	0.914432129	1.716769136	-1.429368427	-1.721175667
AGAP009876	3R	-0.246127353	1.299915043	1.071477206	0.149291504
AGAP009877	3R	0.549661685	6.915561446	7.24269225	3.374145812
AGAP009879	3R	8.258359937	0.669134925	1.756120228	0.668336965
AGAP009880	3R	2.373235522	9.39458127	-6.659139901	3.349337942
AGAP009881	3R	6.231830014	-4.72821329	-7.694329529	-2.132823189
AGAP009882	3R	0.155473881	0.607776614	0.882658644	0.3828898
AGAP009883	3R	1.725275368	-2.226918646	-4.055636895	-0.217446187
AGAP009884	3R	1.314654838	-3.151208761	-5.486543877	2.035633511
AGAP009885	3R	-1.483624389	-2.971323888	-5.687942154	1.427899087
AGAP009886	3R	1.851195693	-4.406484804	-6.595436396	2.726931595
AGAP009887	3R	2.535711239	2.987661252	3.848576279	0.829124225
AGAP009888	3R	0.012865243	-2.536920532	-2.989752494	-0.481598526
AGAP009889	3R	2.805460366	-2.649545149	-5.6677323	0.88849195
AGAP009890	3R	6.064442163	-1.767935982	-7.142373426	2.072080037
AGAP009892	3R	-0.31938903	0.171904469	0.125617102	-0.130914606
AGAP009893	3R	-0.491250637	-3.978183472	-2.341734946	-3.454139097
AGAP009896	3R	5.232434787	1.910960857	-6.739280447	1.135641856
AGAP009897	3R	6.464780113	-2.213616251	-7.270780907	2.677600938
AGAP009899	3R	3.062671563	2.312191752	2.497825858	2.214747838
AGAP009901	3R	-0.805827706	-1.480695676	-1.521907378	1.594628463
AGAP009902	3R	5.248375487	1.925102121	3.231883849	-1.293315635
AGAP009903	3R	2.923509074	1.426653429	3.45867507	-2.485155117
AGAP009904	3R	-4.125291417	4.392299699	-7.939391821	3.362883873
AGAP009905	3R	0.785272541	-2.400213696	-5.995180808	1.371367999
AGAP009906	3R	0.136842781	2.430737974	-0.48046955	-2.981440064
AGAP009908	3R	-4.088015072	-2.585826409	-5.086094636	3.703454145
AGAP009910	3R	5.340731258	2.342568269	-7.355109438	2.299520532
AGAP009911	3R	6.726782713	-1.813497754	-6.960845069	2.700648783
AGAP009912	3R	-3.030912418	-0.663119702	-3.594587335	2.407310034
AGAP009913	3R	1.589438561	2.565304326	-7.948359837	1.867041561
AGAP009914	3R	-6.355577744	-3.74008561	-5.439959359	6.204248869
AGAP009915	3R	5.111190965	2.963136964	-7.471466473	2.665115497
AGAP009916	3R	-1.173080143	12.01542167	-7.910428375	3.379691069
AGAP009917	3R	-1.165086629	12.09422221	-8.540298192	3.13153668
AGAP009918	3R	-1.167025754	12.06752196	-8.347511263	3.114785553
AGAP009919	3R	7.036802469	-1.391230539	-6.244990671	3.401725807
AGAP009920	3R	0.130340944	0.27683738	0.727982392	-0.107522194
AGAP009921	3R	7.154472332	-3.111306903	-7.923336025	3.704109743
AGAP009922	3R	-4.18463389	1.608150648	-7.833516461	3.734242404
AGAP009923	3R	2.11691583	-3.640909371	-5.766578618	1.388391646
AGAP009925	3R	7.470507138	-3.035508753	-7.964811166	3.724464111
AGAP009926	3R	8.089138209	-3.280063999	-1.930809529	-3.154197843
AGAP009927	3R	3.919856702	-2.618350599	0.160424563	0.998633757
AGAP009928	3R	5.554946361	7.966833382	-0.623866087	9.073778396
AGAP009929	3R	3.816848745	-3.474545432	-5.45942259	4.940180015
AGAP009930	3R	5.171779243	1.769875505	-4.094031297	4.872193983
AGAP009931	3R	-1.390620875	-3.91247857	-5.421746768	4.695044229
AGAP009932	3R	5.133279069	-2.875468129	-2.282495348	1.197603113
AGAP009933	3R	-6.079465175	-3.948781966	-5.381389838	4.84707299
AGAP009934	3R	8.917534897	-2.406824011	-2.632538428	6.135592881
AGAP009935	3R	0.510922916	-0.83455878	-0.885462952	0.509544456
AGAP009936	3R	7.066527322	-1.227585046	-5.310249743	3.009267898
AGAP009937	3R	2.335770855	-4.681815643	-6.709331824	4.06996058
AGAP009938	3R	1.372436917	-3.464449241	-5.499843847	2.070710106
AGAP009939	3R	6.841844785	-2.00420399	-7.409630995	2.267117254
AGAP009940	3R	0.355292355	-2.161724332	-4.717570996	1.175588568
AGAP009943	3R	6.874233414	-1.861384772	-7.136177254	2.182001991
AGAP009944	3R	8.649056211	-2.481294915	-5.839735586	4.383088499
AGAP009945	3R	8.728888022	-2.423695308	-5.951515425	4.483461385
AGAP009946	3R	7.599412236	-1.158493227	-5.403726764	3.050280894
AGAP009947	3R	6.617215765	-1.110841227	-4.931462261	3.226780882
AGAP009949	3R	-4.150785714	1.58056787	-2.962091222	2.677513659
AGAP009950	3R	8.19987303	5.708813752	-4.788789734	8.292186195
AGAP009951	3R	0.138320812	-2.103060763	-4.66076797	1.280006882
AGAP009953	3R	0.440485653	-0.193890712	0.475886903	-0.411921603
AGAP009954	3R	-5.274554471	-3.791614084	-4.980960488	1.974767651
AGAP009955	3R	1.094449819	0.538022802	-0.888680092	-0.5941917
AGAP009956	3R	6.364831199	-3.181955312	-4.607056113	3.470826891
AGAP009957	3R	-0.680552391	-0.704944787	0.278944014	-1.141305269
AGAP009958	3R	-0.982702325	-0.514413268	-0.988813254	-0.971151751
AGAP009959	3R	4.717448284	-3.542475251	-6.095346469	3.265061383
AGAP009960	3R	6.149526889	-1.671742315	-5.455360794	3.443201935
AGAP009961	3R	0.601696061	-3.741544266	-6.751467133	2.301703459
AGAP009962	3R	-1.046426671	-1.325305973	-1.505291227	0.386213868
AGAP009963	3R	-0.220943216	1.09751068	0.067721879	-0.922963043
AGAP009964	3R	1.85157572	1.193526525	2.140231083	1.020837368
AGAP009965	3R	4.30781459	-1.940632748	-4.61926161	4.789628923
AGAP009966	3R	-0.59154927	-2.413920781	-7.860567204	1.877482245
AGAP009967	3R	0.204113987	-0.507755206	-1.130156916	-0.040428775
AGAP009968	3R	2.052054901	-1.81156037	-3.199479263	-0.681880088
AGAP009970	3R	7.020670961	-4.107417484	-7.881563946	2.911273606
AGAP009971	3R	5.303454107	6.111677845	-7.781511283	2.818627394
AGAP009972	3R	7.182310815	-2.889810248	-8.013761115	2.957984399
AGAP009973	3R	-2.128693629	4.720899853	1.588977759	-4.084841809
AGAP009974	3R	-2.112962667	2.199257979	-1.915223	-1.398611258
AGAP009975	3R	1.953414836	-4.606801629	-7.831674251	2.823995442
AGAP009978	3R	7.19228205	-2.85554319	-7.991853817	2.94018282
AGAP009979	3R	-1.114314605	-3.749243167	-3.301514541	-2.542820779
AGAP009980	3R	6.94658718	-4.079685338	-7.745902777	2.783768494
AGAP009981	3R	0.105113416	-2.820352648	-3.457133296	-0.96208727
AGAP009982	3R	-0.329356037	1.749377197	-3.880479204	0.564451983
AGAP009983	3R	3.858701334	-3.557708446	-6.858987491	2.771605415
AGAP009984	3R	5.419409203	-0.125956345	-5.329617631	2.390705956
AGAP009985	3R	4.853867015	-0.627870627	-6.565982516	2.763604035
AGAP009986	3R	0.149887608	-3.645730664	-5.812892172	1.302432977
AGAP009987	3R	1.663779298	1.217728736	1.639325234	0.320942221
AGAP009988	3R	6.912346859	-2.650760908	-4.199836405	3.606686969
AGAP009989	3R	0.635178676	-4.114114979	-6.170877745	1.760929488
AGAP009990	3R	8.691903831	-3.318822402	-7.875853561	2.956911877
AGAP009991	3R	1.869727505	-0.280572661	-6.515361198	1.726338973
AGAP009992	3R	2.101802263	-3.307369452	-6.2028931	2.578187164
AGAP009993	3R	5.758080822	2.207757474	-7.193329794	2.504875401
AGAP009994	3R	-2.088989775	2.344969667	-4.731060041	3.847223598
AGAP009996	3R	-1.001937273	0.897756569	0.219763913	0.506677432
AGAP009997	3R	5.590371171	-1.755487341	-4.777632346	3.245343786
AGAP009998	3R	-0.398453127	-0.166750077	-0.285337041	0.204169916
AGAP009999	3R	2.028482521	-0.809415263	-3.041227871	0.306166874
AGAP010000	3R	6.678961102	-0.894229899	-4.261264537	4.002127956
AGAP010001	3R	1.674917364	-3.695569642	-5.974208752	2.378074534
AGAP010003	3R	6.465924073	-0.858535559	-6.243162171	2.175502873
AGAP010005	3R	0.316151462	-3.460700235	-2.554984153	-2.655980691
AGAP010006	3R	4.221407517	-1.807150122	-7.129496232	2.425486403
